Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
Lavaplatos Liquido Premium,7500713,Limpieza,2028-04-19,Generico,57.67,116
Lavaplatos Liquido Familiar,7500714,Limpieza,2026-10-14,Fabuloso,10.55,329
Esponja Verde,7500715,Limpieza,2028-12-16,Tide,17.41,126
Esponja Verde 500g,7500716,Limpieza,2028-10-16,EcoStar,24.26,147
Esponja Verde 1kg,7500717,Limpieza,2028-07-12,NutriPlus,34.23,157
Esponja Verde Light,7500718,Limpieza,2027-07-14,Generico,113.56,471
Esponja Verde Premium,7500719,Limpieza,2028-07-02,VidaMax,113.99,455
Esponja Verde Familiar,7500720,Limpieza,2025-12-12,Ajax,79.63,84
Papel Higienico,7500721,Limpieza,2027-04-26,VidaMax,57.59,45
Papel Higienico 500g,7500722,Limpieza,2026-08-16,EcoStar,108.18,72
Papel Higienico 1kg,7500723,Limpieza,2027-09-17,Ariel,87.46,333
Papel Higienico Light,7500724,Limpieza,2025-09-06,SuperMax,44.57,436
Papel Higienico Premium,7500725,Limpieza,2028-05-09,Generico,21.18,141
Papel Higienico Familiar,7500726,Limpieza,2028-04-09,NutriPlus,13.23,129
Servilletas,7500727,Limpieza,2026-08-21,SuperMax,57.53,122
Servilletas 500g,7500728,Limpieza,2025-03-27,EcoStar,36.15,286
Servilletas 1kg,7500729,Limpieza,2028-10-16,FreshCo,4.39,414
Servilletas Light,7500730,Limpieza,2028-04-28,NaturaBio,45.65,297
Servilletas Premium,7500731,Limpieza,2027-07-23,Marca Propia,69.92,150
Servilletas Familiar,7500732,Limpieza,2025-12-10,EcoStar,24.9,221
Toalla de Cocina,7500733,Limpieza,2025-11-02,Tide,67.07,46
Toalla de Cocina 500g,7500734,Limpieza,2026-07-27,FreshCo,6.44,491
Toalla de Cocina 1kg,7500735,Limpieza,2025-08-23,AlimentaVida,71.41,120
Toalla de Cocina Light,7500736,Limpieza,2028-04-19,Pinol,77.83,57
Toalla de Cocina Premium,7500737,Limpieza,2026-04-03,Ajax,86.86,450
Toalla de Cocina Familiar,7500738,Limpieza,2027-04-11,NutriPlus,9.35,30
Bolsa Basura,7500739,Limpieza,2026-12-19,SuperMax,81.83,440
Bolsa Basura 500g,7500740,Limpieza,2025-02-24,FreshCo,101.16,175
Bolsa Basura 1kg,7500741,Limpieza,2025-02-18,AlimentaVida,44.09,331
Bolsa Basura Light,7500742,Limpieza,2028-02-02,Fabuloso,48.89,458
Bolsa Basura Premium,7500743,Limpieza,2028-05-01,NaturaBio,33.38,90
Bolsa Basura Familiar,7500744,Limpieza,2028-12-13,NaturaBio,99.22,432
Limpiavidrios,7500745,Limpieza,2026-02-07,Ariel,66.68,415
Limpiavidrios 500g,7500746,Limpieza,2025-05-13,AlimentaVida,115.02,403
Limpiavidrios 1kg,7500747,Limpieza,2025-02-16,SuperMax,19.43,24
Limpiavidrios Light,7500748,Limpieza,2028-03-02,Marca Propia,49.36,450
Limpiavidrios Premium,7500749,Limpieza,2027-08-18,FreshCo,92.02,181
Limpiavidrios Familiar,7500750,Limpieza,2028-03-08,PureFarm,21.8,214
Desengrasante,7500751,Limpieza,2026-01-26,Ariel,103.38,333
Desengrasante 500g,7500752,Limpieza,2028-03-10,Tide,78.34,315
Desengrasante 1kg,7500753,Limpieza,2025-04-08,Ariel,67.62,403
Desengrasante Light,7500754,Limpieza,2028-12-27,Fabuloso,28.1,357
Desengrasante Premium,7500755,Limpieza,2025-02-22,Ajax,114.59,271
Desengrasante Familiar,7500756,Limpieza,2026-06-07,EcoStar,4.81,484
Shampoo Normal,7500757,Cuidado Personal,2025-08-07,AlimentaVida,29.25,144
Shampoo Normal 500g,7500758,Cuidado Personal,2026-08-27,AlimentaVida,88.36,11
Shampoo Normal 1kg,7500759,Cuidado Personal,2028-09-22,FreshCo,64.59,178
Shampoo Normal Light,7500760,Cuidado Personal,2028-07-01,SuperMax,82.43,161
Shampoo Normal Premium,7500761,Cuidado Personal,2028-06-12,VidaMax,37.31,11
Shampoo Normal Familiar,7500762,Cuidado Personal,2027-03-02,NutriPlus,31.08,37
Shampoo Anticaspa,7500763,Cuidado Personal,2027-06-15,NutriPlus,53.16,454
Shampoo Anticaspa 500g,7500764,Cuidado Personal,2025-07-19,Gillette,39.85,441
Shampoo Anticaspa 1kg,7500765,Cuidado Personal,2027-04-18,Dove,80.27,163
Shampoo Anticaspa Light,7500766,Cuidado Personal,2027-04-16,EcoStar,18.0,427
Shampoo Anticaspa Premium,7500767,Cuidado Personal,2027-02-22,FreshCo,23.75,462
Shampoo Anticaspa Familiar,7500768,Cuidado Personal,2028-03-27,NaturaBio,79.67,470
Acondicionador,7500769,Cuidado Personal,2025-11-24,NutriPlus,107.8,130
Acondicionador 500g,7500770,Cuidado Personal,2026-06-13,NaturaBio,108.36,401
Acondicionador 1kg,7500771,Cuidado Personal,2026-04-04,NutriPlus,56.05,98
Acondicionador Light,7500772,Cuidado Personal,2028-05-03,Generico,62.59,381
Acondicionador Premium,7500773,Cuidado Personal,2028-12-06,Generico,26.62,94
Acondicionador Familiar,7500774,Cuidado Personal,2025-07-02,NutriPlus,81.49,290
Jabon de Baño,7500775,Cuidado Personal,2028-02-26,EcoStar,95.54,402
Jabon de Baño 500g,7500776,Cuidado Personal,2025-10-24,FreshCo,83.97,224
Jabon de Baño 1kg,7500777,Cuidado Personal,2026-12-27,NaturaBio,11.14,131
Jabon de Baño Light,7500778,Cuidado Personal,2025-09-21,Pantene,21.06,198
Jabon de Baño Premium,7500779,Cuidado Personal,2026-08-01,PureFarm,84.36,486
Jabon de Baño Familiar,7500780,Cuidado Personal,2027-10-19,PureFarm,93.4,101
Gel de Baño,7500781,Cuidado Personal,2027-01-06,Dove,109.1,208
Gel de Baño 500g,7500782,Cuidado Personal,2025-01-10,Nivea,70.43,343
Gel de Baño 1kg,7500783,Cuidado Personal,2027-06-01,Colgate,96.08,93
Gel de Baño Light,7500784,Cuidado Personal,2027-11-15,Colgate,64.98,243
Gel de Baño Premium,7500785,Cuidado Personal,2025-02-07,Generico,38.45,16
Gel de Baño Familiar,7500786,Cuidado Personal,2025-06-25,VidaMax,102.14,415
Desodorante Roll-on,7500787,Cuidado Personal,2025-04-16,Marca Propia,88.94,50
Desodorante Roll-on 500g,7500788,Cuidado Personal,2026-05-01,Marca Propia,94.16,209
Desodorante Roll-on 1kg,7500789,Cuidado Personal,2026-02-26,Dove,40.53,142
Desodorante Roll-on Light,7500790,Cuidado Personal,2026-12-19,Pantene,49.65,135
Desodorante Roll-on Premium,7500791,Cuidado Personal,2027-06-05,Generico,8.82,134
Desodorante Roll-on Familiar,7500792,Cuidado Personal,2026-05-24,Colgate,5.33,190
Desodorante Spray,7500793,Cuidado Personal,2027-04-12,Pantene,69.06,243
Desodorante Spray 500g,7500794,Cuidado Personal,2027-07-07,Nivea,116.63,473
Desodorante Spray 1kg,7500795,Cuidado Personal,2027-04-24,Pantene,116.22,420
Desodorante Spray Light,7500796,Cuidado Personal,2026-04-07,Marca Propia,38.11,429
Desodorante Spray Premium,7500797,Cuidado Personal,2025-11-24,Gillette,53.61,396
Desodorante Spray Familiar,7500798,Cuidado Personal,2028-06-27,Gillette,80.42,454
Crema Corporal,7500799,Cuidado Personal,2028-07-23,EcoStar,62.48,382
Crema Corporal 500g,7500800,Cuidado Personal,2025-06-22,Marca Propia,8.69,284
Crema Corporal 1kg,7500801,Cuidado Personal,2028-10-12,Dove,99.4,462
Crema Corporal Light,7500802,Cuidado Personal,2027-10-10,PureFarm,86.51,176
Crema Corporal Premium,7500803,Cuidado Personal,2026-04-18,SuperMax,64.41,142
Crema Corporal Familiar,7500804,Cuidado Personal,2025-03-27,PureFarm,56.0,405
Pasta Dental,7500805,Cuidado Personal,2026-12-14,Colgate,105.62,131
Pasta Dental 500g,7500806,Cuidado Personal,2026-03-08,NutriPlus,106.16,146
Pasta Dental 1kg,7500807,Cuidado Personal,2028-04-05,Marca Propia,33.7,48
Pasta Dental Light,7500808,Cuidado Personal,2026-12-16,VidaMax,29.93,378
Pasta Dental Premium,7500809,Cuidado Personal,2026-04-18,Marca Propia,71.06,256
Pasta Dental Familiar,7500810,Cuidado Personal,2025-02-05,AlimentaVida,72.42,452
Cepillo Dental,7500811,Cuidado Personal,2028-01-01,Nivea,62.62,182
Cepillo Dental 500g,7500812,Cuidado Personal,2028-05-12,Colgate,25.07,59
Cepillo Dental 1kg,7500813,Cuidado Personal,2028-10-03,Colgate,50.31,214
Cepillo Dental Light,7500814,Cuidado Personal,2028-09-27,PureFarm,97.42,31
Cepillo Dental Premium,7500815,Cuidado Personal,2026-05-19,Generico,45.08,157
Cepillo Dental Familiar,7500816,Cuidado Personal,2028-09-16,Nivea,15.76,224
Hilo Dental,7500817,Cuidado Personal,2028-07-18,Dove,103.22,71
Hilo Dental 500g,7500818,Cuidado Personal,2028-08-07,SuperMax,44.19,300
Hilo Dental 1kg,7500819,Cuidado Personal,2026-10-20,Marca Propia,56.62,58
Hilo Dental Light,7500820,Cuidado Personal,2027-03-22,Pantene,33.41,316
Hilo Dental Premium,7500821,Cuidado Personal,2027-06-17,Colgate,54.97,472
Hilo Dental Familiar,7500822,Cuidado Personal,2025-05-03,Dove,113.77,202
Rastrillos,7500823,Cuidado Personal,2026-02-12,Generico,80.4,286
Rastrillos 500g,7500824,Cuidado Personal,2028-05-24,EcoStar,30.01,111
Rastrillos 1kg,7500825,Cuidado Personal,2025-08-06,VidaMax,53.57,75
Rastrillos Light,7500826,Cuidado Personal,2025-10-08,FreshCo,108.07,381
Rastrillos Premium,7500827,Cuidado Personal,2025-11-07,Generico,102.66,168
Rastrillos Familiar,7500828,Cuidado Personal,2027-03-22,Marca Propia,27.67,168
Crema de Afeitar,7500829,Cuidado Personal,2027-10-23,NutriPlus,4.54,219
Crema de Afeitar 500g,7500830,Cuidado Personal,2027-06-22,Gillette,39.23,111
Crema de Afeitar 1kg,7500831,Cuidado Personal,2026-06-08,Dove,65.36,5
Crema de Afeitar Light,7500832,Cuidado Personal,2027-01-24,Generico,42.06,109
Crema de Afeitar Premium,7500833,Cuidado Personal,2027-06-25,PureFarm,96.29,464
Crema de Afeitar Familiar,7500834,Cuidado Personal,2028-07-11,Nivea,61.57,450
Protector Solar,7500835,Cuidado Personal,2026-04-18,Marca Propia,63.27,269
Protector Solar 500g,7500836,Cuidado Personal,2028-12-16,NaturaBio,7.69,494
Protector Solar 1kg,7500837,Cuidado Personal,2028-07-27,EcoStar,25.86,10
Protector Solar Light,7500838,Cuidado Personal,2027-02-20,Marca Propia,66.47,294
Protector Solar Premium,7500839,Cuidado Personal,2025-04-27,Gillette,106.67,297
Protector Solar Familiar,7500840,Cuidado Personal,2026-01-23,NutriPlus,9.27,47
Papas Fritas Natural,7500841,Snacks,2025-01-13,Marca Propia,24.38,154
Papas Fritas Natural 500g,7500842,Snacks,2026-06-06,FreshCo,88.73,487
Papas Fritas Natural 1kg,7500843,Snacks,2028-02-11,Generico,20.96,132
Papas Fritas Natural Light,7500844,Snacks,2026-10-20,VidaMax,27.02,57
Papas Fritas Natural Premium,7500845,Snacks,2026-02-13,FreshCo,74.14,309
Papas Fritas Natural Familiar,7500846,Snacks,2027-09-16,NutriPlus,30.6,399
Papas Fritas BBQ,7500847,Snacks,2027-10-11,Doritos,89.01,374
Papas Fritas BBQ 500g,7500848,Snacks,2028-05-03,Generico,75.31,69
Papas Fritas BBQ 1kg,7500849,Snacks,2028-02-13,Barcel,50.43,41
Papas Fritas BBQ Light,7500850,Snacks,2027-05-06,AlimentaVida,105.12,181
Papas Fritas BBQ Premium,7500851,Snacks,2028-07-06,Sabritas,106.61,284
Papas Fritas BBQ Familiar,7500852,Snacks,2025-09-11,NaturaBio,105.06,164
Papas Fritas Limon,7500853,Snacks,2025-08-14,Generico,77.84,422
Papas Fritas Limon 500g,7500854,Snacks,2025-08-28,VidaMax,41.2,42
Papas Fritas Limon 1kg,7500855,Snacks,2026-03-23,Sabritas,27.59,466
Papas Fritas Limon Light,7500856,Snacks,2027-06-18,FreshCo,105.06,206
Papas Fritas Limon Premium,7500857,Snacks,2025-04-02,PureFarm,69.68,39
Papas Fritas Limon Familiar,7500858,Snacks,2026-05-28,PureFarm,64.06,79
Galletas Chokis,7500859,Snacks,2028-11-17,FreshCo,21.04,74
Galletas Chokis 500g,7500860,Snacks,2028-02-25,VidaMax,43.42,163
Galletas Chokis 1kg,7500861,Snacks,2025-07-09,Generico,15.13,59
Galletas Chokis Light,7500862,Snacks,2028-03-07,Barcel,35.84,74
Galletas Chokis Premium,7500863,Snacks,2028-12-21,Marca Propia,108.55,227
Galletas Chokis Familiar,7500864,Snacks,2028-09-05,VidaMax,105.53,193
Galletas Oreo,7500865,Snacks,2027-09-28,EcoStar,73.27,355
Galletas Oreo 500g,7500866,Snacks,2026-01-28,NaturaBio,49.73,497
Galletas Oreo 1kg,7500867,Snacks,2026-12-12,EcoStar,25.54,267
Galletas Oreo Light,7500868,Snacks,2027-10-22,Barcel,80.97,168
Galletas Oreo Premium,7500869,Snacks,2027-06-27,Barcel,119.63,105
Galletas Oreo Familiar,7500870,Snacks,2027-03-13,Pringles,53.61,81
Galletas Marias,7500871,Snacks,2026-03-15,Marca Propia,83.25,331
Galletas Marias 500g,7500872,Snacks,2026-08-28,PureFarm,91.89,294
Galletas Marias 1kg,7500873,Snacks,2028-12-11,Generico,118.26,484
Galletas Marias Light,7500874,Snacks,2026-07-25,SuperMax,27.77,454
Galletas Marias Premium,7500875,Snacks,2028-08-07,Ruffles,66.78,120
Galletas Marias Familiar,7500876,Snacks,2026-03-21,EcoStar,97.56,190
Palomitas,7500877,Snacks,2027-04-05,Marca Propia,105.25,430
Palomitas 500g,7500878,Snacks,2028-03-28,Pringles,77.94,341
Palomitas 1kg,7500879,Snacks,2026-03-04,Pringles,26.4,493
Palomitas Light,7500880,Snacks,2025-03-17,FreshCo,56.73,67
Palomitas Premium,7500881,Snacks,2025-01-08,Pringles,97.15,77
Palomitas Familiar,7500882,Snacks,2026-01-18,FreshCo,46.89,217
Cacahuates,7500883,Snacks,2028-02-03,NaturaBio,74.86,124
Cacahuates 500g,7500884,Snacks,2025-05-16,VidaMax,56.25,179
Cacahuates 1kg,7500885,Snacks,2025-07-24,Pringles,14.81,485
Cacahuates Light,7500886,Snacks,2025-08-20,VidaMax,8.96,120
Cacahuates Premium,7500887,Snacks,2025-11-22,Generico,90.34,39
Cacahuates Familiar,7500888,Snacks,2028-04-20,Generico,13.54,358
Chicharrones,7500889,Snacks,2028-06-06,EcoStar,56.68,84
Chicharrones 500g,7500890,Snacks,2028-11-13,Generico,12.11,305
Chicharrones 1kg,7500891,Snacks,2025-07-28,Generico,110.02,291
Chicharrones Light,7500892,Snacks,2027-09-22,SuperMax,16.38,283
Chicharrones Premium,7500893,Snacks,2027-07-27,AlimentaVida,53.84,287
Chicharrones Familiar,7500894,Snacks,2025-10-23,Sabritas,20.63,433
Gomitas,7500895,Snacks,2025-05-13,Pringles,90.39,194
Gomitas 500g,7500896,Snacks,2027-06-18,EcoStar,111.05,289
Gomitas 1kg,7500897,Snacks,2028-04-16,AlimentaVida,103.56,21
Gomitas Light,7500898,Snacks,2025-12-25,Generico,71.14,403
Gomitas Premium,7500899,Snacks,2028-11-08,SuperMax,80.48,36
Gomitas Familiar,7500900,Snacks,2025-11-07,NaturaBio,23.63,58
Chocolate Leche,7500901,Snacks,2025-10-12,VidaMax,51.25,388
Chocolate Leche 500g,7500902,Snacks,2025-08-24,EcoStar,73.28,457
Chocolate Leche 1kg,7500903,Snacks,2025-02-19,Pringles,109.05,228
Chocolate Leche Light,7500904,Snacks,2027-03-18,FreshCo,75.7,254
Chocolate Leche Premium,7500905,Snacks,2028-09-17,AlimentaVida,19.85,364
Chocolate Leche Familiar,7500906,Snacks,2025-04-14,Pringles,88.72,399
Chocolate Amargo,7500907,Snacks,2026-03-18,Barcel,51.62,492
Chocolate Amargo 500g,7500908,Snacks,2028-06-01,NutriPlus,41.22,383
Chocolate Amargo 1kg,7500909,Snacks,2026-01-13,Marca Propia,79.37,302
Chocolate Amargo Light,7500910,Snacks,2025-04-25,Sabritas,3.58,16
Chocolate Amargo Premium,7500911,Snacks,2027-11-24,SuperMax,23.38,444
Chocolate Amargo Familiar,7500912,Snacks,2028-10-12,EcoStar,19.36,195
Barra Cereal,7500913,Snacks,2026-06-03,Pringles,102.91,92
Barra Cereal 500g,7500914,Snacks,2028-01-04,AlimentaVida,39.82,302
Barra Cereal 1kg,7500915,Snacks,2028-02-02,Ruffles,65.48,286
Barra Cereal Light,7500916,Snacks,2027-01-17,Ruffles,32.29,349
Barra Cereal Premium,7500917,Snacks,2026-04-20,SuperMax,28.58,339
Barra Cereal Familiar,7500918,Snacks,2028-02-12,Ruffles,74.05,142
Maiz Inflado,7500919,Snacks,2026-09-25,Ruffles,96.25,280
Maiz Inflado 500g,7500920,Snacks,2025-09-08,AlimentaVida,115.6,268
Maiz Inflado 1kg,7500921,Snacks,2025-09-07,NaturaBio,102.82,64
Maiz Inflado Light,7500922,Snacks,2026-04-08,Generico,90.14,496
Maiz Inflado Premium,7500923,Snacks,2025-11-05,Sabritas,16.52,376
Maiz Inflado Familiar,7500924,Snacks,2028-02-11,NaturaBio,56.4,323
Pizza Queso,7500925,Congelados,2025-04-08,AlimentaVida,119.43,238
Pizza Queso 500g,7500926,Congelados,2027-01-23,McCain,23.34,334
Pizza Queso 1kg,7500927,Congelados,2026-09-03,EcoStar,21.2,301
Pizza Queso Light,7500928,Congelados,2025-04-22,NaturaBio,101.46,282
Pizza Queso Premium,7500929,Congelados,2026-12-08,Marca Propia,22.03,309
Pizza Queso Familiar,7500930,Congelados,2026-12-04,Fresko,85.5,359
Pizza Pepperoni,7500931,Congelados,2025-10-01,NaturaBio,20.89,379
Pizza Pepperoni 500g,7500932,Congelados,2025-01-04,EcoStar,16.93,144
Pizza Pepperoni 1kg,7500933,Congelados,2027-01-23,NutriPlus,78.37,107
Pizza Pepperoni Light,7500934,Congelados,2026-07-12,NaturaBio,23.68,90
Pizza Pepperoni Premium,7500935,Congelados,2028-07-07,VidaMax,53.95,477
Pizza Pepperoni Familiar,7500936,Congelados,2026-10-16,NutriPlus,27.32,461
Nuggets Pollo,7500937,Congelados,2025-08-03,SuperMax,7.47,173
Nuggets Pollo 500g,7500938,Congelados,2026-07-28,Findus,90.76,289
Nuggets Pollo 1kg,7500939,Congelados,2028-08-06,Generico,118.8,145
Nuggets Pollo Light,7500940,Congelados,2025-01-21,Fresko,11.79,323
Nuggets Pollo Premium,7500941,Congelados,2027-03-28,SuperMax,5.76,145
Nuggets Pollo Familiar,7500942,Congelados,2026-11-23,EcoStar,51.19,385
Dedos de Pescado,7500943,Congelados,2028-12-05,FreshCo,13.98,206
Dedos de Pescado 500g,7500944,Congelados,2026-02-14,Igloo,81.58,295
Dedos de Pescado 1kg,7500945,Congelados,2025-12-08,EcoStar,99.57,183
Dedos de Pescado Light,7500946,Congelados,2026-04-21,AlimentaVida,111.95,233
Dedos de Pescado Premium,7500947,Congelados,2025-09-21,Generico,89.46,55
Dedos de Pescado Familiar,7500948,Congelados,2027-08-01,FreshCo,31.61,18
Burrito Congelado,7500949,Congelados,2028-05-25,FreshCo,52.84,44
Burrito Congelado 500g,7500950,Congelados,2027-08-19,Generico,76.88,98
Burrito Congelado 1kg,7500951,Congelados,2026-03-01,McCain,89.7,55
Burrito Congelado Light,7500952,Congelados,2027-06-03,FreshCo,19.96,258
Burrito Congelado Premium,7500953,Congelados,2026-01-24,SuperMax,41.13,365
Burrito Congelado Familiar,7500954,Congelados,2028-09-06,SuperMax,71.88,463
Papas a la Francesa,7500955,Congelados,2026-11-22,NaturaBio,9.1,198
Papas a la Francesa 500g,7500956,Congelados,2027-07-01,Generico,13.14,426
Papas a la Francesa 1kg,7500957,Congelados,2028-12-28,McCain,11.04,183
Papas a la Francesa Light,7500958,Congelados,2028-07-01,AlimentaVida,118.04,302
Papas a la Francesa Premium,7500959,Congelados,2025-05-01,Igloo,96.14,396
Papas a la Francesa Familiar,7500960,Congelados,2027-07-27,Igloo,65.25,301
Helado Vainilla,7500961,Congelados,2025-08-07,PureFarm,114.0,118
Helado Vainilla 500g,7500962,Congelados,2027-06-21,SuperMax,8.99,197
Helado Vainilla 1kg,7500963,Congelados,2026-12-16,FreshCo,98.32,5
Helado Vainilla Light,7500964,Congelados,2025-10-09,VidaMax,66.27,11
Helado Vainilla Premium,7500965,Congelados,2028-02-02,AlimentaVida,7.05,256
Helado Vainilla Familiar,7500966,Congelados,2028-07-21,PureFarm,14.17,296
Helado Chocolate,7500967,Congelados,2025-08-14,EcoStar,88.66,297
Helado Chocolate 500g,7500968,Congelados,2025-09-09,Fresko,98.92,355
Helado Chocolate 1kg,7500969,Congelados,2026-05-07,SuperMax,52.57,70
Helado Chocolate Light,7500970,Congelados,2025-10-04,Fresko,16.85,493
Helado Chocolate Premium,7500971,Congelados,2025-04-04,McCain,11.03,43
Helado Chocolate Familiar,7500972,Congelados,2026-09-12,Generico,67.4,492
Helado Fresa,7500973,Congelados,2025-08-22,FreshCo,78.63,361
Helado Fresa 500g,7500974,Congelados,2025-04-14,Igloo,99.27,130
Helado Fresa 1kg,7500975,Congelados,2025-12-15,VidaMax,83.84,392
Helado Fresa Light,7500976,Congelados,2025-07-01,Fresko,109.67,159
Helado Fresa Premium,7500977,Congelados,2025-05-27,NaturaBio,66.7,43
Helado Fresa Familiar,7500978,Congelados,2027-02-24,NaturaBio,48.8,450
Paleta Mango,7500979,Congelados,2027-06-23,PureFarm,81.54,260
Paleta Mango 500g,7500980,Congelados,2025-02-02,FreshCo,65.67,468
Paleta Mango 1kg,7500981,Congelados,2025-08-21,NutriPlus,12.47,166
Paleta Mango Light,7500982,Congelados,2026-11-16,VidaMax,4.48,202
Paleta Mango Premium,7500983,Congelados,2026-09-09,Igloo,75.89,35
Paleta Mango Familiar,7500984,Congelados,2026-08-09,Generico,16.32,259
Paleta Coco,7500985,Congelados,2027-11-22,Birds Eye,88.55,285
Paleta Coco 500g,7500986,Congelados,2025-07-25,McCain,34.0,330
Paleta Coco 1kg,7500987,Congelados,2026-07-03,PureFarm,69.51,219
Paleta Coco Light,7500988,Congelados,2027-06-16,VidaMax,25.81,324
Paleta Coco Premium,7500989,Congelados,2025-11-04,Findus,46.17,281
Paleta Coco Familiar,7500990,Congelados,2025-08-12,Generico,75.0,183
Lasagna Congelada,7500991,Congelados,2028-02-20,AlimentaVida,4.98,73
Lasagna Congelada 500g,7500992,Congelados,2028-10-27,NutriPlus,11.33,496
Lasagna Congelada 1kg,7500993,Congelados,2026-07-24,NaturaBio,49.44,117
Lasagna Congelada Light,7500994,Congelados,2025-05-02,Igloo,8.49,435
Lasagna Congelada Premium,7500995,Congelados,2025-12-15,Findus,62.01,147
Lasagna Congelada Familiar,7500996,Congelados,2025-01-24,PureFarm,59.88,496
Waffles,7500997,Congelados,2027-01-02,AlimentaVida,112.04,217
Waffles 500g,7500998,Congelados,2026-06-06,FreshCo,99.53,338
Waffles 1kg,7500999,Congelados,2025-01-19,AlimentaVida,34.8,467
Waffles Light,7501000,Congelados,2027-03-11,Marca Propia,7.35,350
Waffles Premium,7501001,Congelados,2027-07-25,EcoStar,56.99,211
Waffles Familiar,7501002,Congelados,2028-04-19,FreshCo,103.55,449
Panqueques,7501003,Congelados,2025-05-27,PureFarm,10.22,47
Panqueques 500g,7501004,Congelados,2026-06-24,FreshCo,107.81,408
Panqueques 1kg,7501005,Congelados,2025-09-19,Findus,107.11,361
Panqueques Light,7501006,Congelados,2028-06-15,VidaMax,90.82,254
Panqueques Premium,7501007,Congelados,2026-03-27,Generico,102.46,139
Panqueques Familiar,7501008,Congelados,2027-12-08,Igloo,12.37,230
Corn Flakes,7501009,Cereales,2025-05-01,EcoStar,11.75,198
Corn Flakes 500g,7501010,Cereales,2025-12-16,AlimentaVida,89.44,171
Corn Flakes 1kg,7501011,Cereales,2028-06-28,Marca Propia,32.6,22
Corn Flakes Light,7501012,Cereales,2026-10-03,FreshCo,107.68,234
Corn Flakes Premium,7501013,Cereales,2026-03-15,PureFarm,85.83,51
Corn Flakes Familiar,7501014,Cereales,2026-11-20,EcoStar,74.54,395
Zucaritas,7501015,Cereales,2027-06-26,General Mills,48.81,420
Zucaritas 500g,7501016,Cereales,2026-06-21,PureFarm,24.1,238
Zucaritas 1kg,7501017,Cereales,2026-05-23,NutriPlus,68.54,448
Zucaritas Light,7501018,Cereales,2027-03-24,AlimentaVida,118.55,261
Zucaritas Premium,7501019,Cereales,2026-08-17,SuperMax,37.77,45
Zucaritas Familiar,7501020,Cereales,2028-04-20,General Mills,97.16,393
Choco Krispis,7501021,Cereales,2025-10-14,Quaker,64.37,363
Choco Krispis 500g,7501022,Cereales,2027-09-20,Post,75.63,179
Choco Krispis 1kg,7501023,Cereales,2028-09-14,VidaMax,46.63,337
Choco Krispis Light,7501024,Cereales,2025-11-09,FreshCo,17.36,275
Choco Krispis Premium,7501025,Cereales,2027-04-05,PureFarm,86.16,479
Choco Krispis Familiar,7501026,Cereales,2026-06-20,Kelloggs,46.82,94
Granola Natural,7501027,Cereales,2027-05-19,Post,43.0,460
Granola Natural 500g,7501028,Cereales,2028-01-24,NaturaBio,10.4,151
Granola Natural 1kg,7501029,Cereales,2027-08-23,VidaMax,13.8,276
Granola Natural Light,7501030,Cereales,2028-08-02,Post,7.92,107
Granola Natural Premium,7501031,Cereales,2028-09-16,General Mills,78.98,137
Granola Natural Familiar,7501032,Cereales,2027-04-22,AlimentaVida,83.88,94
Avena Instantanea,7501033,Cereales,2026-07-18,VidaMax,85.08,42
Avena Instantanea 500g,7501034,Cereales,2025-08-26,NaturaBio,69.15,26
Avena Instantanea 1kg,7501035,Cereales,2027-03-08,VidaMax,45.36,335
Avena Instantanea Light,7501036,Cereales,2027-12-11,Post,67.95,180
Avena Instantanea Premium,7501037,Cereales,2025-05-07,Kelloggs,20.76,57
Avena Instantanea Familiar,7501038,Cereales,2026-04-08,FreshCo,89.16,33
Avena Tradicional,7501039,Cereales,2026-06-09,NutriPlus,68.6,25
Avena Tradicional 500g,7501040,Cereales,2025-06-14,FreshCo,15.58,339
Avena Tradicional 1kg,7501041,Cereales,2027-07-25,FreshCo,119.73,168
Avena Tradicional Light,7501042,Cereales,2027-09-25,Marca Propia,119.74,266
Avena Tradicional Premium,7501043,Cereales,2028-01-23,VidaMax,54.83,17
Avena Tradicional Familiar,7501044,Cereales,2028-08-24,SuperMax,58.0,138
Muesli,7501045,Cereales,2026-04-11,General Mills,83.9,192
Muesli 500g,7501046,Cereales,2028-07-27,PureFarm,95.78,219
Muesli 1kg,7501047,Cereales,2027-11-21,SuperMax,77.68,466
Muesli Light,7501048,Cereales,2025-12-03,General Mills,87.64,99
Muesli Premium,7501049,Cereales,2026-07-09,Nestle,72.98,387
Muesli Familiar,7501050,Cereales,2027-09-19,Marca Propia,13.5,368
Cheerios,7501051,Cereales,2026-03-04,NaturaBio,102.97,447
Cheerios 500g,7501052,Cereales,2026-04-27,SuperMax,70.43,318
Cheerios 1kg,7501053,Cereales,2028-07-04,Generico,36.13,146
Cheerios Light,7501054,Cereales,2026-05-02,Nestle,90.19,462
Cheerios Premium,7501055,Cereales,2026-06-17,NaturaBio,8.32,142
Cheerios Familiar,7501056,Cereales,2026-04-17,Nestle,82.78,145
Special K,7501057,Cereales,2027-10-26,VidaMax,97.55,322
Special K 500g,7501058,Cereales,2028-03-27,EcoStar,12.4,394
Special K 1kg,7501059,Cereales,2025-06-09,AlimentaVida,107.06,451
Special K Light,7501060,Cereales,2028-07-22,EcoStar,40.45,182
Special K Premium,7501061,Cereales,2027-04-07,Kelloggs,36.5,382
